Text,Tokenized,Cleaned_Tokens,Cleaned_Text,Sentiment
kind infusion make sick tired weak burning feeling loss appetite,"['kind', 'infusion', 'make', 'sick', 'tired', 'weak', 'burning', 'feeling', 'loss', 'appetite']","['kind', 'infusion', 'make', 'sick', 'tired', 'weak', 'feeling', 'loss']",kind infusion make sick tired weak feeling loss,0
love taste saline solution,"['love', 'taste', 'saline', 'solution']","['lover', 'tast', 'salin', 'solution']",lover tast salin solution,1
get well soon,"['get', 'well', 'soon']","['get', 'well', 'soon']",get well soon,1
hope good,"['hope', 'good']","['hope', 'good']",hope good,3
doctor speaking castor oil https youtu kh93e_ dyae,"['doctor', 'speaking', 'castor', 'oil', 'https', 'youtu', 'kh93e', 'dyae']","['doctor', 'oil', 'http', 'youtu']",doctor oil http youtu,1
https youtu tjwcffkn9g4,"['https', 'youtu', 'tjwcffkn9g4']","['https', 'youtu']",https youtu,1
taste heparin saline,"['taste', 'heparin', 'saline']","['tast', 'heparin', 'salin']",tast heparin salin,1
port catedral takmışlar,"['port', 'catedral', 'takmışlar']",['port'],port,1
brave lady xxxxxxx,"['brave', 'lady', 'xxxxxxx']","['brave', 'lady']",brave lady,3
god bless wife going stage 4 sarcoma,"['god', 'bless', 'wife', 'going', 'stage', 'sarcoma']","['god', 'bles', 'wife', 'going', 'stage']",god bles wife going stage,1
praying healing sis im chemo also,"['praying', 'healing', 'sis', 'im', 'chemo', 'also']","['praying', 'healing', 'chemo', 'also']",praying healing chemo also,1
world people like would better place make difference dr igho youtube thank curing breast cancer introducing herbal products world,"['world', 'people', 'like', 'would', 'better', 'place', 'make', 'difference', 'dr', 'igho', 'youtube', 'thank', 'curing', 'breast', 'cancer', 'introducing', 'herbal', 'products', 'world']","['world', 'peopl', 'like', 'would', 'better', 'place', 'mak', 'difference', 'youtub', 'thank', 'curing', 'breast', 'cancer', 'herbal', 'world']",world peopl like would better place mak difference youtub thank curing breast cancer herbal world,2
11 years old chemotherapy whole entire life third going well second time one time hospital room wanted ask make sick makes sick poor like hope get hope get get better soon praying,"['11', 'years', 'old', 'chemotherapy', 'whole', 'entire', 'life', 'third', 'going', 'well', 'second', 'time', 'one', 'time', 'hospital', 'room', 'wanted', 'ask', 'make', 'sick', 'makes', 'sick', 'poor', 'like', 'hope', 'get', 'hope', 'get', 'get', 'better', 'soon', 'praying']","['year', 'old', 'chemotherapy', 'whol', 'entir', 'life', 'third', 'going', 'well', 'second', 'tim', 'one', 'tim', 'hospital', 'room', 'wanted', 'ask', 'make', 'sick', 'make', 'sick', 'like', 'hope', 'get', 'hope', 'get', 'get', 'better', 'soon', 'praying']",year old chemotherapy whol entir life third going well second tim one tim hospital room wanted ask make sick make sick like hope get hope get get better soon praying,0
saline taste odd least problems haha,"['saline', 'taste', 'odd', 'least', 'problems', 'haha']","['salin', 'tast', 'least', 'problem']",salin tast least problem,0
prayers going sending hugs love akron god bless,"['prayers', 'going', 'sending', 'hugs', 'love', 'akron', 'god', 'bless']","['prayer', 'going', 'sending', 'hug', 'lover', 'god', 'bles']",prayer going sending hug lover god bles,1
hang 62 diagnosed late stage 4 esophageal cancer january 2022 spread stomach liver bones max doses radiation put 2 chemos oxaliplation 2nd neurotoxin chemo fluorouracil given max 12 16 months live chemo 95 cancer gone 4 months tiny spec liver bone cancer destroyed hip artificial hip works well advice anyone cancer stay active importantly keep weight use ensure plus 350 calorie protein drinks meals weight went fast oncologist said probably get exactly pre cancer age also kept exercising hope get well soon,"['hang', '62', 'diagnosed', 'late', 'stage', 'esophageal', 'cancer', 'january', '2022', 'spread', 'stomach', 'liver', 'bones', 'max', 'doses', 'radiation', 'put', 'chemos', 'oxaliplation', '2nd', 'neurotoxin', 'chemo', 'fluorouracil', 'given', 'max', '12', '16', 'months', 'live', 'chemo', '95', 'cancer', 'gone', 'months', 'tiny', 'spec', 'liver', 'bone', 'cancer', 'destroyed', 'hip', 'artificial', 'hip', 'works', 'well', 'advice', 'anyone', 'cancer', 'stay', 'active', 'importantly', 'keep', 'weight', 'use', 'ensure', 'plus', '350', 'calorie', 'protein', 'drinks', 'meals', 'weight', 'went', 'fast', 'oncologist', 'said', 'probably', 'get', 'exactly', 'pre', 'cancer', 'age', 'also', 'kept', 'exercising', 'hope', 'get', 'well', 'soon']","['hang', 'diagnosed', 'late', 'stage', 'cancer', '2022', 'spread', 'stomach', 'liver', 'bone', 'dose', 'radiation', 'put', 'chemo', '2nd', 'chemo', 'given', 'month', 'live', 'chemo', 'cancer', 'gone', 'month', 'liver', 'bon', 'cancer', 'work', 'well', 'anyone', 'cancer', 'stay', 'keep', 'weight', 'plus', 'protein', 'drink', 'weight', 'went', 'fast', 'said', 'get', 'exactly', 'cancer', 'age', 'also', 'hop', 'get', 'well', 'soon']",hang diagnosed late stage cancer 2022 spread stomach liver bone dose radiation put chemo 2nd chemo given month live chemo cancer gone month liver bon cancer work well anyone cancer stay keep weight plus protein drink weight went fast said get exactly cancer age also hop get well soon,1
lucky come contact dr rorpopor herbal youtube curing breast cancer almost gave life using herbal medication feel like every normal human grateful,"['lucky', 'come', 'contact', 'dr', 'rorpopor', 'herbal', 'youtube', 'curing', 'breast', 'cancer', 'almost', 'gave', 'life', 'using', 'herbal', 'medication', 'feel', 'like', 'every', 'normal', 'human', 'grateful']","['lucky', 'com', 'contact', 'herbal', 'youtub', 'curing', 'breast', 'cancer', 'almost', 'gav', 'life', 'using', 'herbal', 'medication', 'feel', 'like', 'every', 'normal', 'human', 'grateful']",lucky com contact herbal youtub curing breast cancer almost gav life using herbal medication feel like every normal human grateful,2
mist cancer treatments third immuntherapy next week lost track number times mri ct scans hardest part many people know answer calls texts like wow,"['mist', 'cancer', 'treatments', 'third', 'immuntherapy', 'next', 'week', 'lost', 'track', 'number', 'times', 'mri', 'ct', 'scans', 'hardest', 'part', 'many', 'people', 'know', 'answer', 'calls', 'texts', 'like', 'wow']","['cancer', 'treatment', 'third', 'next', 'week', 'lost', 'time', 'hardest', 'part', 'many', 'people', 'know', 'like', 'wow']",cancer treatment third next week lost time hardest part many people know like wow,2
respect honor people dedicated lives spent time provide effective natural herbal supplement cancer dr rorpopor herbal good example thank doctor curing breast cancer completely without side effects,"['respect', 'honor', 'people', 'dedicated', 'lives', 'spent', 'time', 'provide', 'effective', 'natural', 'herbal', 'supplement', 'cancer', 'dr', 'rorpopor', 'herbal', 'good', 'example', 'thank', 'doctor', 'curing', 'breast', 'cancer', 'completely', 'without', 'side', 'effects']","['respect', 'peopl', 'live', 'tim', 'natural', 'herbal', 'supplement', 'cancer', 'herbal', 'good', 'example', 'thank', 'doctor', 'curing', 'breast', 'cancer', 'completely', 'without', 'sid', 'effects']",respect peopl live tim natural herbal supplement cancer herbal good example thank doctor curing breast cancer completely without sid effects,2
heart full joy excitement dr rorpopor herbal truly father medications order testified big thanks doctor making cancer negative completely without side effects,"['heart', 'full', 'joy', 'excitement', 'dr', 'rorpopor', 'herbal', 'truly', 'father', 'medications', 'order', 'testified', 'big', 'thanks', 'doctor', 'making', 'cancer', 'negative', 'completely', 'without', 'side', 'effects']","['heart', 'full', 'joy', 'herbal', 'truly', 'father', 'medication', 'order', 'big', 'thank', 'doctor', 'making', 'cancer', 'negativ', 'completely', 'without', 'sid', 'effects']",heart full joy herbal truly father medication order big thank doctor making cancer negativ completely without sid effects,2
john 3 16 god loved world gave begotten whosoever believeth perish everlasting life,"['john', '16', 'god', 'loved', 'world', 'gave', 'begotten', 'whosoever', 'believeth', 'perish', 'everlasting', 'life']","['god', 'loved', 'world', 'gav', 'life']",god loved world gav life,3
heart full joy excitement dr rorpopor herbal youtube truly father medication order testified big thanks doctor making cancer negative completely without side effects,"['heart', 'full', 'joy', 'excitement', 'dr', 'rorpopor', 'herbal', 'youtube', 'truly', 'father', 'medication', 'order', 'testified', 'big', 'thanks', 'doctor', 'making', 'cancer', 'negative', 'completely', 'without', 'side', 'effects']","['heart', 'full', 'joy', 'herbal', 'youtub', 'truly', 'father', 'medication', 'order', 'big', 'thank', 'doctor', 'making', 'cancer', 'negativ', 'completely', 'without', 'sid', 'effects']",heart full joy herbal youtub truly father medication order big thank doctor making cancer negativ completely without sid effects,2
che sintomi hai avuto,"['che', 'sintomi', 'hai', 'avuto']",[],,1
try putting candy mouth flushing,"['try', 'putting', 'candy', 'mouth', 'flushing']","['try', 'putting', 'candy', 'mouth', 'flushing']",try putting candy mouth flushing,1
plz listen surah rahman therapy seven days clean heart first take half glass water close eyes listen surah rahman qari abdul basit voice listening prayer open eyes take water close eyes say three time allah allah allah god god god thing condition love drink water three sip open eyes three times day keep praying seven days stop listening prayer drink water close eyes say creator name three time drink water contnusly amezing results plz plz,"['plz', 'listen', 'surah', 'rahman', 'therapy', 'seven', 'days', 'clean', 'heart', 'first', 'take', 'half', 'glass', 'water', 'close', 'eyes', 'listen', 'surah', 'rahman', 'qari', 'abdul', 'basit', 'voice', 'listening', 'prayer', 'open', 'eyes', 'take', 'water', 'close', 'eyes', 'say', 'three', 'time', 'allah', 'allah', 'allah', 'god', 'god', 'god', 'thing', 'condition', 'love', 'drink', 'water', 'three', 'sip', 'open', 'eyes', 'three', 'times', 'day', 'keep', 'praying', 'seven', 'days', 'stop', 'listening', 'prayer', 'drink', 'water', 'close', 'eyes', 'say', 'creator', 'name', 'three', 'time', 'drink', 'water', 'contnusly', 'amezing', 'results', 'plz', 'plz']","['listen', 'therapy', 'days', 'heart', 'first', 'tak', 'half', 'water', 'close', 'listen', 'prayer', 'eye', 'tak', 'water', 'close', 'say', 'three', 'tim', 'allah', 'allah', 'allah', 'god', 'god', 'god', 'thing', 'condition', 'lover', 'drink', 'water', 'three', 'eye', 'three', 'time', 'day', 'keep', 'praying', 'days', 'stop', 'prayer', 'drink', 'water', 'close', 'say', 'name', 'three', 'tim', 'drink', 'water']",listen therapy days heart first tak half water close listen prayer eye tak water close say three tim allah allah allah god god god thing condition lover drink water three eye three time day keep praying days stop prayer drink water close say name three tim drink water,1
today,['today'],['today'],today,1
due respect madness criminal one cannot poison body back health called treatments chemotherapy radiotherapy proven carcinogens something causes cancer treatment cancer,"['due', 'respect', 'madness', 'criminal', 'one', 'cannot', 'poison', 'body', 'back', 'health', 'called', 'treatments', 'chemotherapy', 'radiotherapy', 'proven', 'carcinogens', 'something', 'causes', 'cancer', 'treatment', 'cancer']","['devoir', 'respect', 'one', 'cannot', 'poison', 'body', 'back', 'health', 'called', 'treatment', 'chemotherapy', 'something', 'cause', 'cancer', 'treatment', 'cancer']",devoir respect one cannot poison body back health called treatment chemotherapy something cause cancer treatment cancer,1
know seems enjoyable,"['know', 'seems', 'enjoyable']","['know', 'seem']",know seem,1
rip technoblade,"['rip', 'technoblade']",[],,1
currently battling horrible disease video helps prepare first infusion chemotherapy pills 30 rounds radiation iron infusions every week last four weeks thank prayers kick,"['currently', 'battling', 'horrible', 'disease', 'video', 'helps', 'prepare', 'first', 'infusion', 'chemotherapy', 'pills', '30', 'rounds', 'radiation', 'iron', 'infusions', 'every', 'week', 'last', 'four', 'weeks', 'thank', 'prayers', 'kick']","['currently', 'battling', 'horrible', 'disease', 'video', 'help', 'first', 'infusion', 'chemotherapy', 'pill', 'round', 'radiation', 'infusion', 'every', 'week', 'last', 'four', 'weeks', 'thank', 'prayer', 'kick']",currently battling horrible disease video help first infusion chemotherapy pill round radiation infusion every week last four weeks thank prayer kick,0
lets pray sister,"['lets', 'pray', 'sister']","['let', 'pray', 'sister']",let pray sister,1
thanks sharing dear 2 weeks ago diagnosed breast cancer since net looking inspiration helps stay strong strong 3 lil kids hope one day proudly say cancer free know long way go,"['thanks', 'sharing', 'dear', 'weeks', 'ago', 'diagnosed', 'breast', 'cancer', 'since', 'net', 'looking', 'inspiration', 'helps', 'stay', 'strong', 'strong', 'lil', 'kids', 'hope', 'one', 'day', 'proudly', 'say', 'cancer', 'free', 'know', 'long', 'way', 'go']","['thank', 'sharing', 'dear', 'weeks', 'ago', 'diagnosed', 'breast', 'cancer', 'since', 'looking', 'inspiration', 'help', 'stay', 'strong', 'strong', 'lil', 'kid', 'hope', 'one', 'day', 'say', 'cancer', 'free', 'know', 'long', 'way']",thank sharing dear weeks ago diagnosed breast cancer since looking inspiration help stay strong strong lil kid hope one day say cancer free know long way,2
go girl love support,"['go', 'girl', 'love', 'support']","['girl', 'lover', 'support']",girl lover support,1
doctors find cure,"['doctors', 'find', 'cure']","['doctors', 'find', 'cure']",doctors find cure,1
indeed dr aluda youtube good herbalist trusted dr cured cancer hpv herbal medication,"['indeed', 'dr', 'aluda', 'youtube', 'good', 'herbalist', 'trusted', 'dr', 'cured', 'cancer', 'hpv', 'herbal', 'medication']","['youtub', 'good', 'cured', 'cancer', 'herbal', 'medication']",youtub good cured cancer herbal medication,3
absolutely overwhelmed splendid miraculously dr oiwoh youtube channel herbal remedies works brought hope lost forever indebted doc droiwoh,"['absolutely', 'overwhelmed', 'splendid', 'miraculously', 'dr', 'oiwoh', 'youtube', 'channel', 'herbal', 'remedies', 'works', 'brought', 'hope', 'lost', 'forever', 'indebted', 'doc', 'droiwoh']","['absolutely', 'youtub', 'channel', 'herbal', 'work', 'brought', 'hope', 'lost', 'forever']",absolutely youtub channel herbal work brought hope lost forever,2
